"Coğrafi Kapsam (TR)";"Gözlem Sıklığı (A)";"İstatistiksel Gösterge (NG_ADNKS)";"Hanehalkı tipi (1)";"Hanehalkı büyüklüğü (_T)";"ADNKS Gösterge (HH_SAY)";"Zaman (2014)";"Gözlem";"Gözlem Durumu";"Zaman Formatı";"Ondalık Basamak Sayısı";"Ölçü Birimi";"Birim Çarpanı"
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Toplam";"2";"Hanehalkı sayısı";"2014";"4225605";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Toplam";"2";"Hanehalkı sayısı";"2015";"4429729";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Toplam";"2";"Hanehalkı sayısı";"2016";"4584182";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Toplam";"2";"Hanehalkı sayısı";"2017";"4734931";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Toplam";"2";"Hanehalkı sayısı";"2018";"4908529";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Toplam";"2";"Hanehalkı sayısı";"2019";"5101054";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Toplam";"2";"Hanehalkı sayısı";"2020";"5186868";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Toplam";"2";"Hanehalkı sayısı";"2021";"5447412";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Toplam";"2";"Hanehalkı sayısı";"2022";"5755034";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Toplam";"2";"Hanehalkı sayısı";"2023";"5919212";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Toplam";"2";"Hanehalkı sayısı";"2024";"6058135";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Toplam";"2";"Hanehalkı sayısı";"2025";"6233951";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Toplam";"3";"Hanehalkı sayısı";"2014";"4192127";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Toplam";"3";"Hanehalkı sayısı";"2015";"4326065";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Toplam";"3";"Hanehalkı sayısı";"2016";"4431500";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Toplam";"3";"Hanehalkı sayısı";"2017";"4541246";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Toplam";"3";"Hanehalkı sayısı";"2018";"4631118";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Toplam";"3";"Hanehalkı sayısı";"2019";"4771081";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Toplam";"3";"Hanehalkı sayısı";"2020";"4821683";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Toplam";"3";"Hanehalkı sayısı";"2021";"4999806";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Toplam";"3";"Hanehalkı sayısı";"2022";"5175908";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Toplam";"3";"Hanehalkı sayısı";"2023";"5259602";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Toplam";"3";"Hanehalkı sayısı";"2024";"5342478";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Toplam";"3";"Hanehalkı sayısı";"2025";"5436615";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Toplam";"4";"Hanehalkı sayısı";"2014";"4522499";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Toplam";"4";"Hanehalkı sayısı";"2015";"4583117";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Toplam";"4";"Hanehalkı sayısı";"2016";"4627514";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Toplam";"4";"Hanehalkı sayısı";"2017";"4667819";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Toplam";"4";"Hanehalkı sayısı";"2018";"4688769";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Toplam";"4";"Hanehalkı sayısı";"2019";"4795566";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Toplam";"4";"Hanehalkı sayısı";"2020";"4911267";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Toplam";"4";"Hanehalkı sayısı";"2021";"4936670";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Toplam";"4";"Hanehalkı sayısı";"2022";"5005698";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Toplam";"4";"Hanehalkı sayısı";"2023";"4925133";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Toplam";"4";"Hanehalkı sayısı";"2024";"4924942";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Toplam";"4";"Hanehalkı sayısı";"2025";"4888770";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Toplam";"5";"Hanehalkı sayısı";"2014";"2430048";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Toplam";"5";"Hanehalkı sayısı";"2015";"2459315";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Toplam";"5";"Hanehalkı sayısı";"2016";"2497271";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Toplam";"5";"Hanehalkı sayısı";"2017";"2518575";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Toplam";"5";"Hanehalkı sayısı";"2018";"2531077";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Toplam";"5";"Hanehalkı sayısı";"2019";"2587222";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Toplam";"5";"Hanehalkı sayısı";"2020";"2654108";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Toplam";"5";"Hanehalkı sayısı";"2021";"2627009";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Toplam";"5";"Hanehalkı sayısı";"2022";"2649980";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Toplam";"5";"Hanehalkı sayısı";"2023";"2599803";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Toplam";"5";"Hanehalkı sayısı";"2024";"2590092";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Toplam";"5";"Hanehalkı sayısı";"2025";"2563181";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Toplam";"6";"Hanehalkı sayısı";"2014";"1210039";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Toplam";"6";"Hanehalkı sayısı";"2015";"1213816";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Toplam";"6";"Hanehalkı sayısı";"2016";"1228854";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Toplam";"6";"Hanehalkı sayısı";"2017";"1233415";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Toplam";"6";"Hanehalkı sayısı";"2018";"1238464";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Toplam";"6";"Hanehalkı sayısı";"2019";"1253140";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Toplam";"6";"Hanehalkı sayısı";"2020";"1262836";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Toplam";"6";"Hanehalkı sayısı";"2021";"1239360";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Toplam";"6";"Hanehalkı sayısı";"2022";"1230666";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Toplam";"6";"Hanehalkı sayısı";"2023";"1219503";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Toplam";"6";"Hanehalkı sayısı";"2024";"1215693";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Toplam";"6";"Hanehalkı sayısı";"2025";"1205822";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Toplam";"7+";"Hanehalkı sayısı";"2014";"1579672";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Toplam";"7+";"Hanehalkı sayısı";"2015";"1536722";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Toplam";"7+";"Hanehalkı sayısı";"2016";"1520561";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Toplam";"7+";"Hanehalkı sayısı";"2017";"1489052";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Toplam";"7+";"Hanehalkı sayısı";"2018";"1492756";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Toplam";"7+";"Hanehalkı sayısı";"2019";"1431301";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Toplam";"7+";"Hanehalkı sayısı";"2020";"1362327";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Toplam";"7+";"Hanehalkı sayısı";"2021";"1297976";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Toplam";"7+";"Hanehalkı sayısı";"2022";"1190748";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Toplam";"7+";"Hanehalkı sayısı";"2023";"1193254";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Toplam";"7+";"Hanehalkı sayısı";"2024";"1146381";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Toplam";"7+";"Hanehalkı sayısı";"2025";"1126135";"";"";"";"";""
