"Coğrafi Kapsam (TR)";"Gözlem Sıklığı (A)";"İstatistiksel Gösterge (NG_ADNKS)";"Hanehalkı tipi (1)";"Hanehalkı büyüklüğü (_T)";"ADNKS Gösterge (HH_SAY)";"Zaman (2014)";"Gözlem";"Gözlem Durumu";"Zaman Formatı";"Ondalık Basamak Sayısı";"Ölçü Birimi";"Birim Çarpanı"
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Tek Ebeveyn Ve Çocuklardan Oluşan Çekirdek Aile";"5";"Hanehalkı sayısı";"2017";"52692";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Tek Ebeveyn Ve Çocuklardan Oluşan Çekirdek Aile";"5";"Hanehalkı sayısı";"2018";"56121";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Tek Ebeveyn Ve Çocuklardan Oluşan Çekirdek Aile";"5";"Hanehalkı sayısı";"2019";"59401";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Tek Ebeveyn Ve Çocuklardan Oluşan Çekirdek Aile";"5";"Hanehalkı sayısı";"2020";"64618";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Tek Ebeveyn Ve Çocuklardan Oluşan Çekirdek Aile";"5";"Hanehalkı sayısı";"2021";"67925";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Tek Ebeveyn Ve Çocuklardan Oluşan Çekirdek Aile";"5";"Hanehalkı sayısı";"2022";"71169";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Tek Ebeveyn Ve Çocuklardan Oluşan Çekirdek Aile";"5";"Hanehalkı sayısı";"2023";"72639";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Tek Ebeveyn Ve Çocuklardan Oluşan Çekirdek Aile";"5";"Hanehalkı sayısı";"2024";"75084";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Tek Ebeveyn Ve Çocuklardan Oluşan Çekirdek Aile";"5";"Hanehalkı sayısı";"2025";"76875";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Tek Ebeveyn Ve Çocuklardan Oluşan Çekirdek Aile";"6";"Hanehalkı sayısı";"2014";"17373";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Tek Ebeveyn Ve Çocuklardan Oluşan Çekirdek Aile";"6";"Hanehalkı sayısı";"2015";"17450";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Tek Ebeveyn Ve Çocuklardan Oluşan Çekirdek Aile";"6";"Hanehalkı sayısı";"2016";"17811";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Tek Ebeveyn Ve Çocuklardan Oluşan Çekirdek Aile";"6";"Hanehalkı sayısı";"2017";"18046";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Tek Ebeveyn Ve Çocuklardan Oluşan Çekirdek Aile";"6";"Hanehalkı sayısı";"2018";"18696";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Tek Ebeveyn Ve Çocuklardan Oluşan Çekirdek Aile";"6";"Hanehalkı sayısı";"2019";"19458";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Tek Ebeveyn Ve Çocuklardan Oluşan Çekirdek Aile";"6";"Hanehalkı sayısı";"2020";"20751";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Tek Ebeveyn Ve Çocuklardan Oluşan Çekirdek Aile";"6";"Hanehalkı sayısı";"2021";"21387";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Tek Ebeveyn Ve Çocuklardan Oluşan Çekirdek Aile";"6";"Hanehalkı sayısı";"2022";"21847";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Tek Ebeveyn Ve Çocuklardan Oluşan Çekirdek Aile";"6";"Hanehalkı sayısı";"2023";"21818";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Tek Ebeveyn Ve Çocuklardan Oluşan Çekirdek Aile";"6";"Hanehalkı sayısı";"2024";"22293";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Tek Ebeveyn Ve Çocuklardan Oluşan Çekirdek Aile";"6";"Hanehalkı sayısı";"2025";"22636";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Tek Ebeveyn Ve Çocuklardan Oluşan Çekirdek Aile";"7+";"Hanehalkı sayısı";"2014";"12753";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Tek Ebeveyn Ve Çocuklardan Oluşan Çekirdek Aile";"7+";"Hanehalkı sayısı";"2015";"12716";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Tek Ebeveyn Ve Çocuklardan Oluşan Çekirdek Aile";"7+";"Hanehalkı sayısı";"2016";"12560";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Tek Ebeveyn Ve Çocuklardan Oluşan Çekirdek Aile";"7+";"Hanehalkı sayısı";"2017";"12412";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Tek Ebeveyn Ve Çocuklardan Oluşan Çekirdek Aile";"7+";"Hanehalkı sayısı";"2018";"12593";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Tek Ebeveyn Ve Çocuklardan Oluşan Çekirdek Aile";"7+";"Hanehalkı sayısı";"2019";"12750";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Tek Ebeveyn Ve Çocuklardan Oluşan Çekirdek Aile";"7+";"Hanehalkı sayısı";"2020";"13330";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Tek Ebeveyn Ve Çocuklardan Oluşan Çekirdek Aile";"7+";"Hanehalkı sayısı";"2021";"12907";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Tek Ebeveyn Ve Çocuklardan Oluşan Çekirdek Aile";"7+";"Hanehalkı sayısı";"2022";"12770";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Tek Ebeveyn Ve Çocuklardan Oluşan Çekirdek Aile";"7+";"Hanehalkı sayısı";"2023";"12301";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Tek Ebeveyn Ve Çocuklardan Oluşan Çekirdek Aile";"7+";"Hanehalkı sayısı";"2024";"12157";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Tek Ebeveyn Ve Çocuklardan Oluşan Çekirdek Aile";"7+";"Hanehalkı sayısı";"2025";"12013";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Baba Ve Çocuklardan Oluşan Çekirdek Aile";"Toplam";"Hanehalkı sayısı";"2014";"317398";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Baba Ve Çocuklardan Oluşan Çekirdek Aile";"Toplam";"Hanehalkı sayısı";"2015";"337416";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Baba Ve Çocuklardan Oluşan Çekirdek Aile";"Toplam";"Hanehalkı sayısı";"2016";"375424";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Baba Ve Çocuklardan Oluşan Çekirdek Aile";"Toplam";"Hanehalkı sayısı";"2017";"407295";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Baba Ve Çocuklardan Oluşan Çekirdek Aile";"Toplam";"Hanehalkı sayısı";"2018";"447751";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Baba Ve Çocuklardan Oluşan Çekirdek Aile";"Toplam";"Hanehalkı sayısı";"2019";"482739";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Baba Ve Çocuklardan Oluşan Çekirdek Aile";"Toplam";"Hanehalkı sayısı";"2020";"533335";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Baba Ve Çocuklardan Oluşan Çekirdek Aile";"Toplam";"Hanehalkı sayısı";"2021";"585315";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Baba Ve Çocuklardan Oluşan Çekirdek Aile";"Toplam";"Hanehalkı sayısı";"2022";"609124";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Baba Ve Çocuklardan Oluşan Çekirdek Aile";"Toplam";"Hanehalkı sayısı";"2023";"629921";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Baba Ve Çocuklardan Oluşan Çekirdek Aile";"Toplam";"Hanehalkı sayısı";"2024";"683020";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Baba Ve Çocuklardan Oluşan Çekirdek Aile";"Toplam";"Hanehalkı sayısı";"2025";"746447";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Baba Ve Çocuklardan Oluşan Çekirdek Aile";"2";"Hanehalkı sayısı";"2014";"202115";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Baba Ve Çocuklardan Oluşan Çekirdek Aile";"2";"Hanehalkı sayısı";"2015";"216968";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Baba Ve Çocuklardan Oluşan Çekirdek Aile";"2";"Hanehalkı sayısı";"2016";"241064";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Baba Ve Çocuklardan Oluşan Çekirdek Aile";"2";"Hanehalkı sayısı";"2017";"261642";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Baba Ve Çocuklardan Oluşan Çekirdek Aile";"2";"Hanehalkı sayısı";"2018";"286091";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Baba Ve Çocuklardan Oluşan Çekirdek Aile";"2";"Hanehalkı sayısı";"2019";"309907";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Baba Ve Çocuklardan Oluşan Çekirdek Aile";"2";"Hanehalkı sayısı";"2020";"341911";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Baba Ve Çocuklardan Oluşan Çekirdek Aile";"2";"Hanehalkı sayısı";"2021";"375997";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Baba Ve Çocuklardan Oluşan Çekirdek Aile";"2";"Hanehalkı sayısı";"2022";"393807";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Baba Ve Çocuklardan Oluşan Çekirdek Aile";"2";"Hanehalkı sayısı";"2023";"406385";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Baba Ve Çocuklardan Oluşan Çekirdek Aile";"2";"Hanehalkı sayısı";"2024";"442144";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Baba Ve Çocuklardan Oluşan Çekirdek Aile";"2";"Hanehalkı sayısı";"2025";"481695";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Baba Ve Çocuklardan Oluşan Çekirdek Aile";"3";"Hanehalkı sayısı";"2014";"80235";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Baba Ve Çocuklardan Oluşan Çekirdek Aile";"3";"Hanehalkı sayısı";"2015";"84832";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Baba Ve Çocuklardan Oluşan Çekirdek Aile";"3";"Hanehalkı sayısı";"2016";"95602";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Baba Ve Çocuklardan Oluşan Çekirdek Aile";"3";"Hanehalkı sayısı";"2017";"104235";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Baba Ve Çocuklardan Oluşan Çekirdek Aile";"3";"Hanehalkı sayısı";"2018";"116223";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Baba Ve Çocuklardan Oluşan Çekirdek Aile";"3";"Hanehalkı sayısı";"2019";"124583";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Baba Ve Çocuklardan Oluşan Çekirdek Aile";"3";"Hanehalkı sayısı";"2020";"137430";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Baba Ve Çocuklardan Oluşan Çekirdek Aile";"3";"Hanehalkı sayısı";"2021";"150426";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Baba Ve Çocuklardan Oluşan Çekirdek Aile";"3";"Hanehalkı sayısı";"2022";"155281";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Baba Ve Çocuklardan Oluşan Çekirdek Aile";"3";"Hanehalkı sayısı";"2023";"160871";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Baba Ve Çocuklardan Oluşan Çekirdek Aile";"3";"Hanehalkı sayısı";"2024";"173149";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Baba Ve Çocuklardan Oluşan Çekirdek Aile";"3";"Hanehalkı sayısı";"2025";"189523";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Baba Ve Çocuklardan Oluşan Çekirdek Aile";"4";"Hanehalkı sayısı";"2014";"23248";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Baba Ve Çocuklardan Oluşan Çekirdek Aile";"4";"Hanehalkı sayısı";"2015";"23920";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Baba Ve Çocuklardan Oluşan Çekirdek Aile";"4";"Hanehalkı sayısı";"2016";"26484";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Baba Ve Çocuklardan Oluşan Çekirdek Aile";"4";"Hanehalkı sayısı";"2017";"28792";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Baba Ve Çocuklardan Oluşan Çekirdek Aile";"4";"Hanehalkı sayısı";"2018";"31990";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Baba Ve Çocuklardan Oluşan Çekirdek Aile";"4";"Hanehalkı sayısı";"2019";"34185";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Baba Ve Çocuklardan Oluşan Çekirdek Aile";"4";"Hanehalkı sayısı";"2020";"38477";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Baba Ve Çocuklardan Oluşan Çekirdek Aile";"4";"Hanehalkı sayısı";"2021";"42284";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Baba Ve Çocuklardan Oluşan Çekirdek Aile";"4";"Hanehalkı sayısı";"2022";"43232";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Baba Ve Çocuklardan Oluşan Çekirdek Aile";"4";"Hanehalkı sayısı";"2023";"45307";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Baba Ve Çocuklardan Oluşan Çekirdek Aile";"4";"Hanehalkı sayısı";"2024";"48920";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Baba Ve Çocuklardan Oluşan Çekirdek Aile";"4";"Hanehalkı sayısı";"2025";"54194";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Baba Ve Çocuklardan Oluşan Çekirdek Aile";"5";"Hanehalkı sayısı";"2014";"7090";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Baba Ve Çocuklardan Oluşan Çekirdek Aile";"5";"Hanehalkı sayısı";"2015";"7075";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Baba Ve Çocuklardan Oluşan Çekirdek Aile";"5";"Hanehalkı sayısı";"2016";"7658";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Baba Ve Çocuklardan Oluşan Çekirdek Aile";"5";"Hanehalkı sayısı";"2017";"8056";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Baba Ve Çocuklardan Oluşan Çekirdek Aile";"5";"Hanehalkı sayısı";"2018";"8747";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Baba Ve Çocuklardan Oluşan Çekirdek Aile";"5";"Hanehalkı sayısı";"2019";"9210";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Baba Ve Çocuklardan Oluşan Çekirdek Aile";"5";"Hanehalkı sayısı";"2020";"10226";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Baba Ve Çocuklardan Oluşan Çekirdek Aile";"5";"Hanehalkı sayısı";"2021";"11020";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Baba Ve Çocuklardan Oluşan Çekirdek Aile";"5";"Hanehalkı sayısı";"2022";"11469";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Baba Ve Çocuklardan Oluşan Çekirdek Aile";"5";"Hanehalkı sayısı";"2023";"11920";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Baba Ve Çocuklardan Oluşan Çekirdek Aile";"5";"Hanehalkı sayısı";"2024";"12935";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Baba Ve Çocuklardan Oluşan Çekirdek Aile";"5";"Hanehalkı sayısı";"2025";"14628";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Baba Ve Çocuklardan Oluşan Çekirdek Aile";"6";"Hanehalkı sayısı";"2014";"2645";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Baba Ve Çocuklardan Oluşan Çekirdek Aile";"6";"Hanehalkı sayısı";"2015";"2608";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Baba Ve Çocuklardan Oluşan Çekirdek Aile";"6";"Hanehalkı sayısı";"2016";"2675";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Baba Ve Çocuklardan Oluşan Çekirdek Aile";"6";"Hanehalkı sayısı";"2017";"2675";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Baba Ve Çocuklardan Oluşan Çekirdek Aile";"6";"Hanehalkı sayısı";"2018";"2819";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Baba Ve Çocuklardan Oluşan Çekirdek Aile";"6";"Hanehalkı sayısı";"2019";"2943";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Baba Ve Çocuklardan Oluşan Çekirdek Aile";"6";"Hanehalkı sayısı";"2020";"3207";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Baba Ve Çocuklardan Oluşan Çekirdek Aile";"6";"Hanehalkı sayısı";"2021";"3524";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Baba Ve Çocuklardan Oluşan Çekirdek Aile";"6";"Hanehalkı sayısı";"2022";"3357";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Baba Ve Çocuklardan Oluşan Çekirdek Aile";"6";"Hanehalkı sayısı";"2023";"3447";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Baba Ve Çocuklardan Oluşan Çekirdek Aile";"6";"Hanehalkı sayısı";"2024";"3763";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Baba Ve Çocuklardan Oluşan Çekirdek Aile";"6";"Hanehalkı sayısı";"2025";"4177";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Baba Ve Çocuklardan Oluşan Çekirdek Aile";"7+";"Hanehalkı sayısı";"2014";"2065";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Baba Ve Çocuklardan Oluşan Çekirdek Aile";"7+";"Hanehalkı sayısı";"2015";"2013";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Baba Ve Çocuklardan Oluşan Çekirdek Aile";"7+";"Hanehalkı sayısı";"2016";"1941";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Baba Ve Çocuklardan Oluşan Çekirdek Aile";"7+";"Hanehalkı sayısı";"2017";"1895";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Baba Ve Çocuklardan Oluşan Çekirdek Aile";"7+";"Hanehalkı sayısı";"2018";"1881";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Baba Ve Çocuklardan Oluşan Çekirdek Aile";"7+";"Hanehalkı sayısı";"2019";"1911";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Baba Ve Çocuklardan Oluşan Çekirdek Aile";"7+";"Hanehalkı sayısı";"2020";"2084";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Baba Ve Çocuklardan Oluşan Çekirdek Aile";"7+";"Hanehalkı sayısı";"2021";"2064";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Baba Ve Çocuklardan Oluşan Çekirdek Aile";"7+";"Hanehalkı sayısı";"2022";"1978";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Baba Ve Çocuklardan Oluşan Çekirdek Aile";"7+";"Hanehalkı sayısı";"2023";"1991";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Baba Ve Çocuklardan Oluşan Çekirdek Aile";"7+";"Hanehalkı sayısı";"2024";"2109";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Baba Ve Çocuklardan Oluşan Çekirdek Aile";"7+";"Hanehalkı sayısı";"2025";"2230";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Anne Ve Çocuklardan Oluşan Çekirdek Aile";"Toplam";"Hanehalkı sayısı";"2014";"1286969";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Anne Ve Çocuklardan Oluşan Çekirdek Aile";"Toplam";"Hanehalkı sayısı";"2015";"1352785";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Anne Ve Çocuklardan Oluşan Çekirdek Aile";"Toplam";"Hanehalkı sayısı";"2016";"1441458";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Anne Ve Çocuklardan Oluşan Çekirdek Aile";"Toplam";"Hanehalkı sayısı";"2017";"1520053";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Anne Ve Çocuklardan Oluşan Çekirdek Aile";"Toplam";"Hanehalkı sayısı";"2018";"1630436";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Anne Ve Çocuklardan Oluşan Çekirdek Aile";"Toplam";"Hanehalkı sayısı";"2019";"1726532";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Anne Ve Çocuklardan Oluşan Çekirdek Aile";"Toplam";"Hanehalkı sayısı";"2020";"1847789";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Anne Ve Çocuklardan Oluşan Çekirdek Aile";"Toplam";"Hanehalkı sayısı";"2021";"1964085";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Anne Ve Çocuklardan Oluşan Çekirdek Aile";"Toplam";"Hanehalkı sayısı";"2022";"2074334";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Anne Ve Çocuklardan Oluşan Çekirdek Aile";"Toplam";"Hanehalkı sayısı";"2023";"2164825";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Anne Ve Çocuklardan Oluşan Çekirdek Aile";"Toplam";"Hanehalkı sayısı";"2024";"2229064";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Anne Ve Çocuklardan Oluşan Çekirdek Aile";"Toplam";"Hanehalkı sayısı";"2025";"2303859";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Anne Ve Çocuklardan Oluşan Çekirdek Aile";"2";"Hanehalkı sayısı";"2014";"719999";"";"";"";"";""
