"Coğrafi Kapsam (TR)";"Gözlem Sıklığı (A)";"İstatistiksel Gösterge (NG_ADNKS)";"İkamet edilen yer (TR)";"ADNKS Gösterge (ORT_HH_BUYUKLUK)";"Zaman (2008)";"Gözlem";"Gözlem Durumu";"Zaman Formatı";"Ondalık Basamak Sayısı";"Ölçü Birimi";"Birim Çarpanı"
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Yozgat";"Ortalama hanehalkı büyüklüğü";"2024";"2,87329313902032";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Yozgat";"Ortalama hanehalkı büyüklüğü";"2025";"2,83185336812213";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Bartın";"Ortalama hanehalkı büyüklüğü";"2008";"3,7";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Bartın";"Ortalama hanehalkı büyüklüğü";"2009";"3,62818458893404";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Bartın";"Ortalama hanehalkı büyüklüğü";"2010";"3,52662336418156";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Bartın";"Ortalama hanehalkı büyüklüğü";"2011";"3,44139870629043";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Bartın";"Ortalama hanehalkı büyüklüğü";"2012";"3,39612936648905";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Bartın";"Ortalama hanehalkı büyüklüğü";"2013";"3,31514538923885";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Bartın";"Ortalama hanehalkı büyüklüğü";"2014";"3,25942609867698";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Bartın";"Ortalama hanehalkı büyüklüğü";"2015";"3,18919902281823";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Bartın";"Ortalama hanehalkı büyüklüğü";"2016";"3,1363767305509";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Bartın";"Ortalama hanehalkı büyüklüğü";"2017";"3,0877286155276";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Bartın";"Ortalama hanehalkı büyüklüğü";"2018";"3,06520870301984";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Bartın";"Ortalama hanehalkı büyüklüğü";"2019";"2,98965663150966";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Bartın";"Ortalama hanehalkı büyüklüğü";"2020";"2,9356102003643";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Bartın";"Ortalama hanehalkı büyüklüğü";"2021";"2,85651833581946";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Bartın";"Ortalama hanehalkı büyüklüğü";"2022";"2,78839418991847";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Bartın";"Ortalama hanehalkı büyüklüğü";"2023";"2,7951901027659";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Bartın";"Ortalama hanehalkı büyüklüğü";"2024";"2,77214209251225";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Bartın";"Ortalama hanehalkı büyüklüğü";"2025";"2,73120830038977";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Karabük";"Ortalama hanehalkı büyüklüğü";"2008";"3,4";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Karabük";"Ortalama hanehalkı büyüklüğü";"2009";"3,32409028385645";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Karabük";"Ortalama hanehalkı büyüklüğü";"2010";"3,25030738964712";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Karabük";"Ortalama hanehalkı büyüklüğü";"2011";"3,20085937262762";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Karabük";"Ortalama hanehalkı büyüklüğü";"2012";"3,14856810799535";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Karabük";"Ortalama hanehalkı büyüklüğü";"2013";"3,10613373113373";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Karabük";"Ortalama hanehalkı büyüklüğü";"2014";"3,05226216853692";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Karabük";"Ortalama hanehalkı büyüklüğü";"2015";"3,00159363654001";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Karabük";"Ortalama hanehalkı büyüklüğü";"2016";"2,94510541157513";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Karabük";"Ortalama hanehalkı büyüklüğü";"2017";"2,90005859756495";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Karabük";"Ortalama hanehalkı büyüklüğü";"2018";"2,89389981267442";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Karabük";"Ortalama hanehalkı büyüklüğü";"2019";"2,83293095123129";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Karabük";"Ortalama hanehalkı büyüklüğü";"2020";"2,78109976871193";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Karabük";"Ortalama hanehalkı büyüklüğü";"2021";"2,70680652899948";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Karabük";"Ortalama hanehalkı büyüklüğü";"2022";"2,63740091829043";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Karabük";"Ortalama hanehalkı büyüklüğü";"2023";"2,66944715189156";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Karabük";"Ortalama hanehalkı büyüklüğü";"2024";"2,614754467807";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Karabük";"Ortalama hanehalkı büyüklüğü";"2025";"2,57432613054132";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Zonguldak";"Ortalama hanehalkı büyüklüğü";"2008";"3,7";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Zonguldak";"Ortalama hanehalkı büyüklüğü";"2009";"3,71237226277372";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Zonguldak";"Ortalama hanehalkı büyüklüğü";"2010";"3,57817928289227";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Zonguldak";"Ortalama hanehalkı büyüklüğü";"2011";"3,48031050611797";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Zonguldak";"Ortalama hanehalkı büyüklüğü";"2012";"3,4005636140454";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Zonguldak";"Ortalama hanehalkı büyüklüğü";"2013";"3,31885825119381";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Zonguldak";"Ortalama hanehalkı büyüklüğü";"2014";"3,25262892941045";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Zonguldak";"Ortalama hanehalkı büyüklüğü";"2015";"3,1837711855068";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Zonguldak";"Ortalama hanehalkı büyüklüğü";"2016";"3,12575946282558";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Zonguldak";"Ortalama hanehalkı büyüklüğü";"2017";"3,07498662958605";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Zonguldak";"Ortalama hanehalkı büyüklüğü";"2018";"3,02842276968588";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Zonguldak";"Ortalama hanehalkı büyüklüğü";"2019";"2,9753247425348";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Zonguldak";"Ortalama hanehalkı büyüklüğü";"2020";"2,92730970661514";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Zonguldak";"Ortalama hanehalkı büyüklüğü";"2021";"2,85138685254778";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Zonguldak";"Ortalama hanehalkı büyüklüğü";"2022";"2,78140447733435";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Zonguldak";"Ortalama hanehalkı büyüklüğü";"2023";"2,76732091849804";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Zonguldak";"Ortalama hanehalkı büyüklüğü";"2024";"2,73929512357534";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Zonguldak";"Ortalama hanehalkı büyüklüğü";"2025";"2,70691949752978";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Çankırı";"Ortalama hanehalkı büyüklüğü";"2008";"3,5";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Çankırı";"Ortalama hanehalkı büyüklüğü";"2009";"3,44070755712449";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Çankırı";"Ortalama hanehalkı büyüklüğü";"2010";"3,27647682922208";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Çankırı";"Ortalama hanehalkı büyüklüğü";"2011";"3,17126824630413";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Çankırı";"Ortalama hanehalkı büyüklüğü";"2012";"3,14540322723803";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Çankırı";"Ortalama hanehalkı büyüklüğü";"2013";"3,13816014795534";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Çankırı";"Ortalama hanehalkı büyüklüğü";"2014";"2,97499788690728";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Çankırı";"Ortalama hanehalkı büyüklüğü";"2015";"2,91217524540755";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Çankırı";"Ortalama hanehalkı büyüklüğü";"2016";"2,8760907504363";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Çankırı";"Ortalama hanehalkı büyüklüğü";"2017";"2,84212920098111";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Çankırı";"Ortalama hanehalkı büyüklüğü";"2018";"3,02761730723886";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Çankırı";"Ortalama hanehalkı büyüklüğü";"2019";"2,79480550712439";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Çankırı";"Ortalama hanehalkı büyüklüğü";"2020";"2,74004739336493";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Çankırı";"Ortalama hanehalkı büyüklüğü";"2021";"2,72328922825834";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Çankırı";"Ortalama hanehalkı büyüklüğü";"2022";"2,67688350505094";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Çankırı";"Ortalama hanehalkı büyüklüğü";"2023";"2,81365318947459";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Çankırı";"Ortalama hanehalkı büyüklüğü";"2024";"2,71268133566053";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Çankırı";"Ortalama hanehalkı büyüklüğü";"2025";"2,69044721200113";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Kastamonu";"Ortalama hanehalkı büyüklüğü";"2008";"3,6";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Kastamonu";"Ortalama hanehalkı büyüklüğü";"2009";"3,53601669287529";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Kastamonu";"Ortalama hanehalkı büyüklüğü";"2010";"3,41670932430304";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Kastamonu";"Ortalama hanehalkı büyüklüğü";"2011";"3,33520669414263";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Kastamonu";"Ortalama hanehalkı büyüklüğü";"2012";"3,26219219134319";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Kastamonu";"Ortalama hanehalkı büyüklüğü";"2013";"3,1989436299062";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Kastamonu";"Ortalama hanehalkı büyüklüğü";"2014";"3,11951623532765";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Kastamonu";"Ortalama hanehalkı büyüklüğü";"2015";"3,06317925316985";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Kastamonu";"Ortalama hanehalkı büyüklüğü";"2016";"3,01192765139269";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Kastamonu";"Ortalama hanehalkı büyüklüğü";"2017";"2,96058536749661";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Kastamonu";"Ortalama hanehalkı büyüklüğü";"2018";"2,95183945941082";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Kastamonu";"Ortalama hanehalkı büyüklüğü";"2019";"2,88404530770279";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Kastamonu";"Ortalama hanehalkı büyüklüğü";"2020";"2,83293387847173";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Kastamonu";"Ortalama hanehalkı büyüklüğü";"2021";"2,75637317703738";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Kastamonu";"Ortalama hanehalkı büyüklüğü";"2022";"2,69734838305115";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Kastamonu";"Ortalama hanehalkı büyüklüğü";"2023";"2,74001189104282";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Kastamonu";"Ortalama hanehalkı büyüklüğü";"2024";"2,66947691408533";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Kastamonu";"Ortalama hanehalkı büyüklüğü";"2025";"2,62759757631849";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Sinop";"Ortalama hanehalkı büyüklüğü";"2008";"3,4";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Sinop";"Ortalama hanehalkı büyüklüğü";"2009";"3,36198872129365";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Sinop";"Ortalama hanehalkı büyüklüğü";"2010";"3,24438312968073";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Sinop";"Ortalama hanehalkı büyüklüğü";"2011";"3,15761547067285";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Sinop";"Ortalama hanehalkı büyüklüğü";"2012";"3,08469790187727";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Sinop";"Ortalama hanehalkı büyüklüğü";"2013";"3,0380120989356";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Sinop";"Ortalama hanehalkı büyüklüğü";"2014";"2,96055017005529";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Sinop";"Ortalama hanehalkı büyüklüğü";"2015";"2,90784070430441";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Sinop";"Ortalama hanehalkı büyüklüğü";"2016";"2,88190778921583";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Sinop";"Ortalama hanehalkı büyüklüğü";"2017";"2,83818589025756";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Sinop";"Ortalama hanehalkı büyüklüğü";"2018";"2,88970852824757";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Sinop";"Ortalama hanehalkı büyüklüğü";"2019";"2,81871667833486";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Sinop";"Ortalama hanehalkı büyüklüğü";"2020";"2,76237011705906";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Sinop";"Ortalama hanehalkı büyüklüğü";"2021";"2,68133626981485";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Sinop";"Ortalama hanehalkı büyüklüğü";"2022";"2,62551450563935";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Sinop";"Ortalama hanehalkı büyüklüğü";"2023";"2,67258809234508";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Sinop";"Ortalama hanehalkı büyüklüğü";"2024";"2,60776194144838";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Sinop";"Ortalama hanehalkı büyüklüğü";"2025";"2,56604087848288";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Amasya";"Ortalama hanehalkı büyüklüğü";"2008";"3,8";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Amasya";"Ortalama hanehalkı büyüklüğü";"2009";"3,6741144160499";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Amasya";"Ortalama hanehalkı büyüklüğü";"2010";"3,5639070442992";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Amasya";"Ortalama hanehalkı büyüklüğü";"2011";"3,48094402097824";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Amasya";"Ortalama hanehalkı büyüklüğü";"2012";"3,40997486152071";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Amasya";"Ortalama hanehalkı büyüklüğü";"2013";"3,34095784990767";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Amasya";"Ortalama hanehalkı büyüklüğü";"2014";"3,2650240447305";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Amasya";"Ortalama hanehalkı büyüklüğü";"2015";"3,20323219065003";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Amasya";"Ortalama hanehalkı büyüklüğü";"2016";"3,17046174261845";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Amasya";"Ortalama hanehalkı büyüklüğü";"2017";"3,13395255702376";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Amasya";"Ortalama hanehalkı büyüklüğü";"2018";"3,11293948210932";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Amasya";"Ortalama hanehalkı büyüklüğü";"2019";"3,05353943506271";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Amasya";"Ortalama hanehalkı büyüklüğü";"2020";"3,01054099274958";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Amasya";"Ortalama hanehalkı büyüklüğü";"2021";"2,9391791283377";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Amasya";"Ortalama hanehalkı büyüklüğü";"2022";"2,87108996308979";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Amasya";"Ortalama hanehalkı büyüklüğü";"2023";"2,88514104478271";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Amasya";"Ortalama hanehalkı büyüklüğü";"2024";"2,83716705964545";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Amasya";"Ortalama hanehalkı büyüklüğü";"2025";"2,79370981485785";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Çorum";"Ortalama hanehalkı büyüklüğü";"2008";"3,8";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Çorum";"Ortalama hanehalkı büyüklüğü";"2009";"3,70800257901706";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Çorum";"Ortalama hanehalkı büyüklüğü";"2010";"3,54493676865561";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Çorum";"Ortalama hanehalkı büyüklüğü";"2011";"3,44440649017933";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Çorum";"Ortalama hanehalkı büyüklüğü";"2012";"3,33058898847631";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Çorum";"Ortalama hanehalkı büyüklüğü";"2013";"3,25530904021555";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Çorum";"Ortalama hanehalkı büyüklüğü";"2014";"3,17584921930338";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Çorum";"Ortalama hanehalkı büyüklüğü";"2015";"3,11860593789711";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Çorum";"Ortalama hanehalkı büyüklüğü";"2016";"3,08285940537038";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Çorum";"Ortalama hanehalkı büyüklüğü";"2017";"3,04317672582423";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Çorum";"Ortalama hanehalkı büyüklüğü";"2018";"3,04224687691098";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Çorum";"Ortalama hanehalkı büyüklüğü";"2019";"2,97777931447802";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Çorum";"Ortalama hanehalkı büyüklüğü";"2020";"2,93019310695807";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Çorum";"Ortalama hanehalkı büyüklüğü";"2021";"2,8547893425212";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Çorum";"Ortalama hanehalkı büyüklüğü";"2022";"2,79492121012464";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Çorum";"Ortalama hanehalkı büyüklüğü";"2023";"2,81868083707681";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Çorum";"Ortalama hanehalkı büyüklüğü";"2024";"2,74943130676704";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Çorum";"Ortalama hanehalkı büyüklüğü";"2025";"2,71376089293722";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Samsun";"Ortalama hanehalkı büyüklüğü";"2008";"4,1";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Samsun";"Ortalama hanehalkı büyüklüğü";"2009";"4,04104642060741";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Samsun";"Ortalama hanehalkı büyüklüğü";"2010";"3,92024880345938";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Samsun";"Ortalama hanehalkı büyüklüğü";"2011";"3,82348558299326";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Samsun";"Ortalama hanehalkı büyüklüğü";"2012";"3,73070162879746";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Samsun";"Ortalama hanehalkı büyüklüğü";"2013";"3,65743135045371";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Samsun";"Ortalama hanehalkı büyüklüğü";"2014";"3,57328374131419";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Samsun";"Ortalama hanehalkı büyüklüğü";"2015";"3,49346457420965";"";"";"";"";""
