"Coğrafi Kapsam (TR)";"Gözlem Sıklığı (A)";"İstatistiksel Gösterge (NG_ADNKS)";"İkamet edilen yer (TR)";"ADNKS Gösterge (ORT_HH_BUYUKLUK)";"Zaman (2008)";"Gözlem";"Gözlem Durumu";"Zaman Formatı";"Ondalık Basamak Sayısı";"Ölçü Birimi";"Birim Çarpanı"
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Samsun";"Ortalama hanehalkı büyüklüğü";"2016";"3,44789230849176";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Samsun";"Ortalama hanehalkı büyüklüğü";"2017";"3,40043363931663";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Samsun";"Ortalama hanehalkı büyüklüğü";"2018";"3,38131908593095";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Samsun";"Ortalama hanehalkı büyüklüğü";"2019";"3,28194857249187";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Samsun";"Ortalama hanehalkı büyüklüğü";"2020";"3,22435861456353";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Samsun";"Ortalama hanehalkı büyüklüğü";"2021";"3,13525425167662";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Samsun";"Ortalama hanehalkı büyüklüğü";"2022";"3,04895770142834";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Samsun";"Ortalama hanehalkı büyüklüğü";"2023";"3,04202162125294";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Samsun";"Ortalama hanehalkı büyüklüğü";"2024";"2,98608307327856";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Samsun";"Ortalama hanehalkı büyüklüğü";"2025";"2,94132606284981";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Tokat";"Ortalama hanehalkı büyüklüğü";"2008";"4,2";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Tokat";"Ortalama hanehalkı büyüklüğü";"2009";"4,04086836162308";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Tokat";"Ortalama hanehalkı büyüklüğü";"2010";"3,83635353835424";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Tokat";"Ortalama hanehalkı büyüklüğü";"2011";"3,72096925213501";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Tokat";"Ortalama hanehalkı büyüklüğü";"2012";"3,61473830869881";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Tokat";"Ortalama hanehalkı büyüklüğü";"2013";"3,55810462202124";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Tokat";"Ortalama hanehalkı büyüklüğü";"2014";"3,44745694334854";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Tokat";"Ortalama hanehalkı büyüklüğü";"2015";"3,36635032220269";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Tokat";"Ortalama hanehalkı büyüklüğü";"2016";"3,31858827027089";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Tokat";"Ortalama hanehalkı büyüklüğü";"2017";"3,2808934014754";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Tokat";"Ortalama hanehalkı büyüklüğü";"2018";"3,25260046168921";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Tokat";"Ortalama hanehalkı büyüklüğü";"2019";"3,18261991826199";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Tokat";"Ortalama hanehalkı büyüklüğü";"2020";"3,10996183000914";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Tokat";"Ortalama hanehalkı büyüklüğü";"2021";"3,03236121036352";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Tokat";"Ortalama hanehalkı büyüklüğü";"2022";"2,9570964224732";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Tokat";"Ortalama hanehalkı büyüklüğü";"2023";"3,04752509177384";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Tokat";"Ortalama hanehalkı büyüklüğü";"2024";"2,99734900992604";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Tokat";"Ortalama hanehalkı büyüklüğü";"2025";"2,93514975329517";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Artvin";"Ortalama hanehalkı büyüklüğü";"2008";"3,7";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Artvin";"Ortalama hanehalkı büyüklüğü";"2009";"3,59254916709068";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Artvin";"Ortalama hanehalkı büyüklüğü";"2010";"3,46185891901226";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Artvin";"Ortalama hanehalkı büyüklüğü";"2011";"3,35172413793103";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Artvin";"Ortalama hanehalkı büyüklüğü";"2012";"3,25727784479292";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Artvin";"Ortalama hanehalkı büyüklüğü";"2013";"3,24066291802308";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Artvin";"Ortalama hanehalkı büyüklüğü";"2014";"3,13438727640261";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Artvin";"Ortalama hanehalkı büyüklüğü";"2015";"3,06095270295653";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Artvin";"Ortalama hanehalkı büyüklüğü";"2016";"2,98277009539303";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Artvin";"Ortalama hanehalkı büyüklüğü";"2017";"2,93466391204899";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Artvin";"Ortalama hanehalkı büyüklüğü";"2018";"3,01697000398017";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Artvin";"Ortalama hanehalkı büyüklüğü";"2019";"2,92684708439488";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Artvin";"Ortalama hanehalkı büyüklüğü";"2020";"2,86211275200473";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Artvin";"Ortalama hanehalkı büyüklüğü";"2021";"2,77862932689857";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Artvin";"Ortalama hanehalkı büyüklüğü";"2022";"2,71041429241805";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Artvin";"Ortalama hanehalkı büyüklüğü";"2023";"2,79283348900399";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Artvin";"Ortalama hanehalkı büyüklüğü";"2024";"2,67811594685492";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Artvin";"Ortalama hanehalkı büyüklüğü";"2025";"2,63728096976103";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Giresun";"Ortalama hanehalkı büyüklüğü";"2008";"3,6";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Giresun";"Ortalama hanehalkı büyüklüğü";"2009";"3,52953087512124";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Giresun";"Ortalama hanehalkı büyüklüğü";"2010";"3,39918776677303";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Giresun";"Ortalama hanehalkı büyüklüğü";"2011";"3,30887893536859";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Giresun";"Ortalama hanehalkı büyüklüğü";"2012";"3,20607799968549";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Giresun";"Ortalama hanehalkı büyüklüğü";"2013";"3,12578735531991";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Giresun";"Ortalama hanehalkı büyüklüğü";"2014";"3,04635427702964";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Giresun";"Ortalama hanehalkı büyüklüğü";"2015";"2,9551837979905";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Giresun";"Ortalama hanehalkı büyüklüğü";"2016";"2,91579140828676";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Giresun";"Ortalama hanehalkı büyüklüğü";"2017";"2,85159747763125";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Giresun";"Ortalama hanehalkı büyüklüğü";"2018";"2,82388369946226";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Giresun";"Ortalama hanehalkı büyüklüğü";"2019";"2,7561632961391";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Giresun";"Ortalama hanehalkı büyüklüğü";"2020";"2,70847963812213";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Giresun";"Ortalama hanehalkı büyüklüğü";"2021";"2,63282446459392";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Giresun";"Ortalama hanehalkı büyüklüğü";"2022";"2,56880706729714";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Giresun";"Ortalama hanehalkı büyüklüğü";"2023";"2,59727201189123";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Giresun";"Ortalama hanehalkı büyüklüğü";"2024";"2,52990472015872";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Giresun";"Ortalama hanehalkı büyüklüğü";"2025";"2,49758649347101";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Gümüşhane";"Ortalama hanehalkı büyüklüğü";"2008";"4";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Gümüşhane";"Ortalama hanehalkı büyüklüğü";"2009";"3,87372233647442";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Gümüşhane";"Ortalama hanehalkı büyüklüğü";"2010";"3,67957379683919";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Gümüşhane";"Ortalama hanehalkı büyüklüğü";"2011";"3,55201836942964";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Gümüşhane";"Ortalama hanehalkı büyüklüğü";"2012";"3,41444363361172";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Gümüşhane";"Ortalama hanehalkı büyüklüğü";"2013";"3,37256313975619";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Gümüşhane";"Ortalama hanehalkı büyüklüğü";"2014";"3,24391831617523";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Gümüşhane";"Ortalama hanehalkı büyüklüğü";"2015";"3,18067945880581";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Gümüşhane";"Ortalama hanehalkı büyüklüğü";"2016";"3,4608497690607";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Gümüşhane";"Ortalama hanehalkı büyüklüğü";"2017";"3,29282589304677";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Gümüşhane";"Ortalama hanehalkı büyüklüğü";"2018";"3,12138108062616";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Gümüşhane";"Ortalama hanehalkı büyüklüğü";"2019";"3,05125701732975";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Gümüşhane";"Ortalama hanehalkı büyüklüğü";"2020";"2,87105150214592";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Gümüşhane";"Ortalama hanehalkı büyüklüğü";"2021";"2,82330512794373";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Gümüşhane";"Ortalama hanehalkı büyüklüğü";"2022";"2,72458901569775";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Gümüşhane";"Ortalama hanehalkı büyüklüğü";"2023";"2,93047144171714";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Gümüşhane";"Ortalama hanehalkı büyüklüğü";"2024";"2,75777248487659";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Gümüşhane";"Ortalama hanehalkı büyüklüğü";"2025";"2,67417279411765";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Ordu";"Ortalama hanehalkı büyüklüğü";"2008";"3,9";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Ordu";"Ortalama hanehalkı büyüklüğü";"2009";"3,82788535686745";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Ordu";"Ortalama hanehalkı büyüklüğü";"2010";"3,66611468142319";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Ordu";"Ortalama hanehalkı büyüklüğü";"2011";"3,55698684411033";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Ordu";"Ortalama hanehalkı büyüklüğü";"2012";"3,43681244715674";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Ordu";"Ortalama hanehalkı büyüklüğü";"2013";"3,33846641436268";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Ordu";"Ortalama hanehalkı büyüklüğü";"2014";"3,23248035094133";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Ordu";"Ortalama hanehalkı büyüklüğü";"2015";"3,16926086510911";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Ordu";"Ortalama hanehalkı büyüklüğü";"2016";"3,09287202154143";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Ordu";"Ortalama hanehalkı büyüklüğü";"2017";"3,05260418870319";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Ordu";"Ortalama hanehalkı büyüklüğü";"2018";"3,07297045558533";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Ordu";"Ortalama hanehalkı büyüklüğü";"2019";"2,95075009909235";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Ordu";"Ortalama hanehalkı büyüklüğü";"2020";"2,89072468256426";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Ordu";"Ortalama hanehalkı büyüklüğü";"2021";"2,80573519657501";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Ordu";"Ortalama hanehalkı büyüklüğü";"2022";"2,74277709939899";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Ordu";"Ortalama hanehalkı büyüklüğü";"2023";"2,77183288164572";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Ordu";"Ortalama hanehalkı büyüklüğü";"2024";"2,7152555551156";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Ordu";"Ortalama hanehalkı büyüklüğü";"2025";"2,68149407224485";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Rize";"Ortalama hanehalkı büyüklüğü";"2008";"4";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Rize";"Ortalama hanehalkı büyüklüğü";"2009";"3,88350556144721";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Rize";"Ortalama hanehalkı büyüklüğü";"2010";"3,7647420295443";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Rize";"Ortalama hanehalkı büyüklüğü";"2011";"3,64174799064823";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Rize";"Ortalama hanehalkı büyüklüğü";"2012";"3,53585037541431";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Rize";"Ortalama hanehalkı büyüklüğü";"2013";"3,48998638499715";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Rize";"Ortalama hanehalkı büyüklüğü";"2014";"3,38376180593791";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Rize";"Ortalama hanehalkı büyüklüğü";"2015";"3,30686704193756";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Rize";"Ortalama hanehalkı büyüklüğü";"2016";"3,25379479076406";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Rize";"Ortalama hanehalkı büyüklüğü";"2017";"3,20644057562645";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Rize";"Ortalama hanehalkı büyüklüğü";"2018";"3,26570620865189";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Rize";"Ortalama hanehalkı büyüklüğü";"2019";"3,12100327112523";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Rize";"Ortalama hanehalkı büyüklüğü";"2020";"3,06342653750183";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Rize";"Ortalama hanehalkı büyüklüğü";"2021";"2,97985246078185";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Rize";"Ortalama hanehalkı büyüklüğü";"2022";"2,90605521316419";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Rize";"Ortalama hanehalkı büyüklüğü";"2023";"2,96735912840903";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Rize";"Ortalama hanehalkı büyüklüğü";"2024";"2,87477421685503";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Rize";"Ortalama hanehalkı büyüklüğü";"2025";"2,81197587665806";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Trabzon";"Ortalama hanehalkı büyüklüğü";"2008";"3,9";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Trabzon";"Ortalama hanehalkı büyüklüğü";"2009";"3,84874182520046";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Trabzon";"Ortalama hanehalkı büyüklüğü";"2010";"3,71186728033389";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Trabzon";"Ortalama hanehalkı büyüklüğü";"2011";"3,61342485676943";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Trabzon";"Ortalama hanehalkı büyüklüğü";"2012";"3,51979185668065";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Trabzon";"Ortalama hanehalkı büyüklüğü";"2013";"3,44663445752615";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Trabzon";"Ortalama hanehalkı büyüklüğü";"2014";"3,37292597863798";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Trabzon";"Ortalama hanehalkı büyüklüğü";"2015";"3,31037322601898";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Trabzon";"Ortalama hanehalkı büyüklüğü";"2016";"3,26012659876527";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Trabzon";"Ortalama hanehalkı büyüklüğü";"2017";"3,21586502483162";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Trabzon";"Ortalama hanehalkı büyüklüğü";"2018";"3,19963229094259";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Trabzon";"Ortalama hanehalkı büyüklüğü";"2019";"3,13072565503544";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Trabzon";"Ortalama hanehalkı büyüklüğü";"2020";"3,07407537384726";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Trabzon";"Ortalama hanehalkı büyüklüğü";"2021";"2,9881901724007";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Trabzon";"Ortalama hanehalkı büyüklüğü";"2022";"2,91288976618632";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Trabzon";"Ortalama hanehalkı büyüklüğü";"2023";"2,91676530761362";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Trabzon";"Ortalama hanehalkı büyüklüğü";"2024";"2,86556456531232";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Trabzon";"Ortalama hanehalkı büyüklüğü";"2025";"2,82748177987815";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Bayburt";"Ortalama hanehalkı büyüklüğü";"2008";"4,4";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Bayburt";"Ortalama hanehalkı büyüklüğü";"2009";"4,31997582351164";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Bayburt";"Ortalama hanehalkı büyüklüğü";"2010";"4,15844018970666";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Bayburt";"Ortalama hanehalkı büyüklüğü";"2011";"4,0531239369543";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Bayburt";"Ortalama hanehalkı büyüklüğü";"2012";"3,90348555040812";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Bayburt";"Ortalama hanehalkı büyüklüğü";"2013";"3,76856784706988";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Bayburt";"Ortalama hanehalkı büyüklüğü";"2014";"3,6299190359631";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Bayburt";"Ortalama hanehalkı büyüklüğü";"2015";"3,55660511700764";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Bayburt";"Ortalama hanehalkı büyüklüğü";"2016";"3,50918375751586";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Bayburt";"Ortalama hanehalkı büyüklüğü";"2017";"3,40464616247546";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Bayburt";"Ortalama hanehalkı büyüklüğü";"2018";"3,43151209404982";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Bayburt";"Ortalama hanehalkı büyüklüğü";"2019";"3,33972171173536";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Bayburt";"Ortalama hanehalkı büyüklüğü";"2020";"3,23828438622438";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Bayburt";"Ortalama hanehalkı büyüklüğü";"2021";"3,14634246519078";"";"";"";"";""
